Game,TotalWinPct,TotalWins,TotalLosses,Rank,DruidWin,DruidLoss,DruidWinPct,HunterWin,HunterLoss,HunterWinPct,MageWin,MageLoss,MageWinPct,PaladinWin,PaladinLoss,PaladinWinPct,PriestWin,PriestLoss,PriestWinPct,RogueWin,RogueLoss,RogueWinPct,ShamanWin,ShamanLoss,ShamanWinPct,WarlockWin,WarlockLoss,WarlockWinPct,WarriorWin,WarriorLoss,WarriorWinPct,DruidMetaPct,HunterMetaPct,MageMetaPct,PaladinMetaPct,PriestMetaPct,RogueMetaPct,ShamanMetaPct,WarlockMetaPct,WarriorMetaPct
586,0.510238908,299,287,3,,,0.615384615,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,,0.619047619,,,0.445121951,1,,0.5,,,0.432989691,0.066552901,0.008532423,0.090443686,0.0221843,0.12116041,0.14334471,0.279863481,0.102389079,0.16552901
587,0.509369676,299,288,3.1,,,0.615384615,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,,0.619047619,,1,0.442424242,,,0.5,,,0.432989691,0.066439523,0.008517888,0.090289608,0.022146508,0.120954003,0.143100511,0.28109029,0.102214651,0.165247019
588,0.508503401,299,289,3,,,0.615384615,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,1,0.611764706,,,0.442424242,,,0.5,,,0.432989691,0.066326531,0.008503401,0.090136054,0.022108844,0.120748299,0.144557823,0.280612245,0.102040816,0.164965986
589,0.509337861,300,289,4.4,,,0.615384615,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,,0.611764706,1,,0.445783133,,,0.5,,,0.432989691,0.066213922,0.008488964,0.089983022,0.022071307,0.120543294,0.144312394,0.281833616,0.101867572,0.164685908
590,0.508474576,300,290,4.5,,,0.615384615,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,,0.611764706,,,0.445783133,,,0.5,,1,0.428571429,0.066101695,0.008474576,0.089830508,0.022033898,0.120338983,0.144067797,0.281355932,0.101694915,0.166101695
591,0.509306261,301,290,4.4,1,,0.625,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,,0.611764706,,,0.445783133,,,0.5,,,0.428571429,0.067681895,0.008460237,0.089678511,0.021996616,0.120135364,0.143824027,0.280879865,0.101522843,0.165820643
592,0.510135135,302,290,4.5,,,0.625,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,,0.611764706,1,,0.449101796,,,0.5,,,0.428571429,0.067567568,0.008445946,0.089527027,0.021959459,0.119932432,0.143581081,0.282094595,0.101351351,0.165540541
593,0.510961214,303,290,3.1,,,0.625,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,,0.611764706,,,0.449101796,1,,0.508196721,,,0.428571429,0.067453626,0.008431703,0.089376054,0.021922428,0.119730186,0.143338955,0.281618887,0.102866779,0.165261383
594,0.51010101,303,291,3.2,,,0.625,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,,0.611764706,,1,0.446428571,,,0.508196721,,,0.428571429,0.067340067,0.008417508,0.089225589,0.021885522,0.11952862,0.143097643,0.282828283,0.102693603,0.164983165
595,0.51092437,304,291,3.1,,,0.625,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,,0.611764706,,,0.446428571,,,0.508196721,1,,0.434343434,0.067226891,0.008403361,0.08907563,0.02184874,0.119327731,0.142857143,0.282352941,0.102521008,0.166386555
596,0.510067114,304,292,3.2,,,0.625,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,,0.611764706,,1,0.443786982,,,0.508196721,,,0.434343434,0.067114094,0.008389262,0.088926175,0.021812081,0.119127517,0.14261745,0.283557047,0.102348993,0.166107383
597,0.50921273,304,293,3.1,,1,0.609756098,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,,0.611764706,,,0.443786982,,,0.508196721,,,0.434343434,0.068676717,0.008375209,0.088777219,0.021775544,0.118927973,0.14237856,0.283082077,0.102177554,0.165829146
598,0.510033445,305,293,3,,,0.609756098,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,,0.611764706,,,0.443786982,1,,0.516129032,,,0.434343434,0.068561873,0.008361204,0.088628763,0.02173913,0.118729097,0.142140468,0.282608696,0.10367893,0.16555184
599,0.50918197,305,294,3.1,,,0.609756098,,,1,,,0.490566038,,,0.384615385,,,0.591549296,,,0.611764706,,1,0.441176471,,,0.516129032,,,0.434343434,0.068447412,0.008347245,0.088480801,0.021702838,0.118530885,0.141903172,0.283806344,0.103505843,0.165275459
600,0.51,306,294,3,,,0.609756098,,,1,1,,0.5,,,0.384615385,,,0.591549296,,,0.611764706,,,0.441176471,,,0.516129032,,,0.434343434,0.068333333,0.008333333,0.09,0.021666667,0.118333333,0.141666667,0.283333333,0.103333333,0.165
601,0.510815308,307,294,3.1,,,0.609756098,,,1,1,,0.509090909,,,0.384615385,,,0.591549296,,,0.611764706,,,0.441176471,,,0.516129032,,,0.434343434,0.068219634,0.008319468,0.091514143,0.021630616,0.118136439,0.141430948,0.282861897,0.103161398,0.164725458
602,0.509966777,307,295,3.2,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.591549296,,,0.611764706,,,0.441176471,,,0.516129032,,1,0.43,0.068106312,0.008305648,0.091362126,0.021594684,0.117940199,0.141196013,0.282392027,0.102990033,0.166112957
603,0.509121061,307,296,3.1,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.591549296,,1,0.604651163,,,0.441176471,,,0.516129032,,,0.43,0.067993367,0.008291874,0.091210614,0.021558872,0.11774461,0.142620232,0.281923715,0.102819237,0.165837479
604,0.509933775,308,296,3,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.591549296,1,,0.609195402,,,0.441176471,,,0.516129032,,,0.43,0.067880795,0.008278146,0.091059603,0.021523179,0.117549669,0.144039735,0.281456954,0.102649007,0.165562914
605,0.510743802,309,296,3.1,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.591549296,,,0.609195402,,,0.441176471,,,0.516129032,1,,0.435643564,0.067768595,0.008264463,0.090909091,0.021487603,0.117355372,0.143801653,0.280991736,0.102479339,0.166942149
606,0.50990099,309,297,3.2,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.591549296,,,0.609195402,,1,0.438596491,,,0.516129032,,,0.435643564,0.067656766,0.008250825,0.090759076,0.021452145,0.117161716,0.143564356,0.282178218,0.102310231,0.166666667
607,0.509060956,309,298,3.1,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.591549296,,,0.609195402,,1,0.436046512,,,0.516129032,,,0.435643564,0.067545305,0.008237232,0.090609555,0.021416804,0.116968699,0.143327842,0.283360791,0.10214168,0.166392092
608,0.508223684,309,299,3,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,1,0.583333333,,,0.609195402,,,0.436046512,,,0.516129032,,,0.435643564,0.067434211,0.008223684,0.090460526,0.021381579,0.118421053,0.143092105,0.282894737,0.101973684,0.166118421
609,0.509031199,310,299,4.4,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.583333333,,,0.609195402,1,,0.439306358,,,0.516129032,,,0.435643564,0.067323481,0.008210181,0.090311987,0.02134647,0.118226601,0.142857143,0.28407225,0.10180624,0.165845649
610,0.508196721,310,300,4.5,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.583333333,,,0.609195402,,,0.439306358,,1,0.507936508,,,0.435643564,0.067213115,0.008196721,0.090163934,0.021311475,0.118032787,0.142622951,0.283606557,0.103278689,0.165573771
611,0.507364976,310,301,4.4,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.583333333,,,0.609195402,,1,0.436781609,,,0.507936508,,,0.435643564,0.06710311,0.008183306,0.090016367,0.021276596,0.117839607,0.142389525,0.284779051,0.103109656,0.165302782
612,0.506535948,310,302,4.3,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.583333333,,1,0.602272727,,,0.436781609,,,0.507936508,,,0.435643564,0.066993464,0.008169935,0.089869281,0.02124183,0.117647059,0.14379085,0.284313726,0.102941177,0.16503268
613,0.507340946,311,302,4.2,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.583333333,,,0.602272727,1,,0.44,,,0.507936508,,,0.435643564,0.066884176,0.008156607,0.089722675,0.021207178,0.117455139,0.143556281,0.28548124,0.102773246,0.164763458
614,0.506514658,311,303,4.3,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.583333333,,1,0.595505618,,,0.44,,,0.507936508,,,0.435643564,0.066775244,0.008143322,0.089576547,0.021172638,0.117263844,0.14495114,0.285016287,0.102605863,0.164495114
615,0.507317073,312,303,4.2,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.583333333,,,0.595505618,,,0.44,,,0.507936508,1,,0.441176471,0.066666667,0.008130081,0.089430894,0.021138211,0.117073171,0.144715447,0.284552846,0.102439024,0.165853659
616,0.508116883,313,303,4.3,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.583333333,1,,0.6,,,0.44,,,0.507936508,,,0.441176471,0.066558442,0.008116883,0.089285714,0.021103896,0.116883117,0.146103896,0.284090909,0.102272727,0.165584416
617,0.508914101,314,303,4.4,,,0.609756098,,,1,,,0.509090909,,,0.384615385,1,,0.589041096,,,0.6,,,0.44,,,0.507936508,,,0.441176471,0.066450567,0.008103728,0.089141005,0.021069692,0.118314425,0.145867099,0.28363047,0.102106969,0.165316045
618,0.508090615,314,304,4.5,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.589041096,,,0.6,,1,0.4375,,,0.507936508,,,0.441176471,0.066343042,0.008090615,0.088996764,0.021035599,0.118122977,0.145631068,0.284789644,0.101941748,0.165048544
619,0.508885299,315,304,4.4,,,0.609756098,,,1,,,0.509090909,,,0.384615385,,,0.589041096,1,,0.604395604,,,0.4375,,,0.507936508,,,0.441176471,0.066235864,0.008077544,0.088852989,0.021001616,0.117932149,0.147011309,0.284329564,0.10177706,0.164781906
620,0.509677419,316,304,4.5,1,,0.619047619,,,1,,,0.509090909,,,0.384615385,,,0.589041096,,,0.604395604,,,0.4375,,,0.507936508,,,0.441176471,0.067741935,0.008064516,0.088709677,0.020967742,0.117741936,0.146774194,0.283870968,0.101612903,0.164516129
621,0.510466989,317,304,3.1,,,0.619047619,,,1,1,,0.517857143,,,0.384615385,,,0.589041096,,,0.604395604,,,0.4375,,,0.507936508,,,0.441176471,0.06763285,0.00805153,0.090177134,0.020933977,0.117552335,0.146537842,0.283413849,0.101449275,0.164251208
622,0.509646302,317,305,3.2,,,0.619047619,,,1,,,0.517857143,,,0.384615385,,,0.589041096,,,0.604395604,,,0.4375,,,0.507936508,,1,0.436893204,0.067524116,0.008038585,0.090032154,0.020900322,0.117363344,0.146302251,0.282958199,0.101286174,0.165594855
623,0.50882825,317,306,3.1,,,0.619047619,,,1,,,0.517857143,,,0.384615385,,,0.589041096,,,0.604395604,,,0.4375,,1,0.5,,,0.436893204,0.06741573,0.008025682,0.08988764,0.020866774,0.11717496,0.146067416,0.282504013,0.102728732,0.165329053
624,0.509615385,318,306,3,,,0.619047619,,,1,1,,0.52631579,,,0.384615385,,,0.589041096,,,0.604395604,,,0.4375,,,0.5,,,0.436893204,0.067307692,0.008012821,0.091346154,0.020833333,0.11698718,0.145833333,0.282051282,0.102564103,0.165064103
625,0.5088,318,307,3.1,,,0.619047619,,,1,,,0.52631579,,,0.384615385,,,0.589041096,,,0.604395604,,,0.4375,,1,0.492307692,,,0.436893204,0.0672,0.008,0.0912,0.0208,0.1168,0.1456,0.2816,0.104,0.1648
626,0.50798722,318,308,3,,,0.619047619,,,1,,,0.52631579,,,0.384615385,,,0.589041096,,,0.604395604,,,0.4375,,1,0.484848485,,,0.436893204,0.067092652,0.00798722,0.091054313,0.020766773,0.116613419,0.145367412,0.28115016,0.10543131,0.164536741
627,0.507177034,318,309,4.4,,,0.619047619,,,1,,,0.52631579,,,0.384615385,,,0.589041096,,1,0.597826087,,,0.4375,,,0.484848485,,,0.436893204,0.066985646,0.007974482,0.090909091,0.020733652,0.116427432,0.146730463,0.280701754,0.105263158,0.164274322
628,0.506369427,318,310,4.3,,,0.619047619,,,1,,,0.52631579,,,0.384615385,,,0.589041096,,,0.597826087,,1,0.435028249,,,0.484848485,,,0.436893204,0.066878981,0.007961783,0.090764331,0.020700637,0.116242038,0.146496815,0.281847134,0.105095541,0.164012739
629,0.507154213,319,310,4.2,,,0.619047619,,,1,,,0.52631579,,,0.384615385,,,0.589041096,,,0.597826087,,,0.435028249,,,0.484848485,1,,0.442307692,0.066772655,0.007949126,0.090620032,0.020667727,0.116057234,0.146263911,0.281399046,0.104928458,0.165341812
630,0.506349206,319,311,4.3,,,0.619047619,,,1,,1,0.517241379,,,0.384615385,,,0.589041096,,,0.597826087,,,0.435028249,,,0.484848485,,,0.442307692,0.066666667,0.007936508,0.092063492,0.020634921,0.115873016,0.146031746,0.280952381,0.104761905,0.165079365
631,0.505546751,319,312,4.2,,,0.619047619,,,1,,,0.517241379,,,0.384615385,,,0.589041096,,,0.597826087,,,0.435028249,,,0.484848485,,1,0.438095238,0.066561014,0.00792393,0.091917591,0.020602219,0.115689382,0.145800317,0.280507132,0.10459588,0.166402536
632,0.506329114,320,312,4.1,,,0.619047619,,,1,1,,0.525423729,,,0.384615385,,,0.589041096,,,0.597826087,,,0.435028249,,,0.484848485,,,0.438095238,0.066455696,0.007911392,0.09335443,0.02056962,0.115506329,0.14556962,0.280063291,0.10443038,0.166139241
633,0.505529226,320,313,4.2,,,0.619047619,,,1,,,0.525423729,,,0.384615385,,,0.589041096,,,0.597826087,,1,0.43258427,,,0.484848485,,,0.438095238,0.066350711,0.007898894,0.093206951,0.020537125,0.115323855,0.145339652,0.281200632,0.104265403,0.165876777
634,0.506309148,321,313,4.1,,,0.619047619,,,1,,,0.525423729,,,0.384615385,1,,0.594594595,,,0.597826087,,,0.43258427,,,0.484848485,,,0.438095238,0.066246057,0.007886435,0.093059937,0.020504732,0.116719243,0.14511041,0.280757098,0.104100946,0.165615142
635,0.505511811,321,314,4.2,,,0.619047619,,,1,,1,0.516666667,,,0.384615385,,,0.594594595,,,0.597826087,,,0.43258427,,,0.484848485,,,0.438095238,0.066141732,0.007874016,0.094488189,0.020472441,0.116535433,0.14488189,0.280314961,0.103937008,0.165354331
636,0.506289308,322,314,4.1,,,0.619047619,,,1,,,0.516666667,,,0.384615385,,,0.594594595,,,0.597826087,1,,0.43575419,,,0.484848485,,,0.438095238,0.066037736,0.007861635,0.094339623,0.020440252,0.116352201,0.144654088,0.281446541,0.103773585,0.16509434
637,0.507064364,323,314,4.2,,,0.619047619,,,1,,,0.516666667,,,0.384615385,,,0.594594595,,,0.597826087,1,,0.438888889,,,0.484848485,,,0.438095238,0.065934066,0.007849294,0.094191523,0.020408163,0.116169545,0.144427002,0.282574568,0.103610675,0.164835165
638,0.507836991,324,314,4.3,,,0.619047619,,,1,,,0.516666667,,,0.384615385,,,0.594594595,,,0.597826087,,,0.438888889,1,,0.492537313,,,0.438095238,0.065830721,0.007836991,0.094043887,0.020376176,0.115987461,0.144200627,0.282131661,0.105015674,0.164576803
639,0.507042254,324,315,4.4,,,0.619047619,,,1,,,0.516666667,,,0.384615385,,,0.594594595,,,0.597826087,,,0.438888889,,,0.492537313,,1,0.433962264,0.0657277,0.007824726,0.093896714,0.020344288,0.115805947,0.143974961,0.281690141,0.10485133,0.165884194
640,0.5078125,325,315,4.3,,,0.619047619,,,1,,,0.516666667,,,0.384615385,,,0.594594595,,,0.597826087,1,,0.44198895,,,0.492537313,,,0.433962264,0.065625,0.0078125,0.09375,0.0203125,0.115625,0.14375,0.2828125,0.1046875,0.165625
641,0.507020281,325,316,4.4,,,0.619047619,,,1,,,0.516666667,,,0.384615385,,,0.594594595,,,0.597826087,,1,0.43956044,,,0.492537313,,,0.433962264,0.065522621,0.007800312,0.093603744,0.020280811,0.115444618,0.143525741,0.283931357,0.104524181,0.165366615
642,0.50623053,325,317,4.3,,,0.619047619,,,1,,1,0.508196721,,,0.384615385,,,0.594594595,,,0.597826087,,,0.43956044,,,0.492537313,,,0.433962264,0.065420561,0.007788162,0.095015576,0.020249221,0.115264798,0.143302181,0.283489097,0.104361371,0.165109034
643,0.506998445,326,317,4.2,,,0.619047619,,,1,,,0.508196721,1,,0.428571429,,,0.594594595,,,0.597826087,,,0.43956044,,,0.492537313,,,0.433962264,0.065318818,0.00777605,0.094867807,0.021772939,0.115085537,0.143079316,0.283048212,0.104199067,0.164852255
644,0.50621118,326,318,4.3,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.594594595,,,0.597826087,,1,0.43715847,,,0.492537313,,,0.433962264,0.065217391,0.007763975,0.094720497,0.02173913,0.114906832,0.142857143,0.284161491,0.104037267,0.164596273
645,0.505426357,326,319,4.2,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.594594595,,,0.597826087,,,0.43715847,,1,0.485294118,,,0.433962264,0.065116279,0.007751938,0.094573643,0.021705426,0.114728682,0.142635659,0.28372093,0.105426357,0.164341085
646,0.504643963,326,320,4.1,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.594594595,,,0.597826087,,1,0.434782609,,,0.485294118,,,0.433962264,0.06501548,0.007739938,0.094427245,0.021671827,0.114551084,0.142414861,0.284829721,0.105263158,0.164086687
647,0.505409583,327,320,4,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.594594595,,,0.597826087,1,,0.437837838,,,0.485294118,,,0.433962264,0.064914992,0.007727975,0.094281298,0.021638331,0.114374034,0.142194745,0.285935085,0.105100464,0.163833076
648,0.50462963,327,321,4.1,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.594594595,,1,0.59139785,,,0.437837838,,,0.485294118,,,0.433962264,0.064814815,0.007716049,0.094135802,0.021604938,0.114197531,0.143518519,0.285493827,0.104938272,0.163580247
649,0.50385208,327,322,4,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.594594595,,,0.59139785,,1,0.435483871,,,0.485294118,,,0.433962264,0.064714946,0.00770416,0.093990755,0.021571649,0.114021572,0.143297381,0.286594761,0.104776579,0.163328197
650,0.503076923,327,323,5.4,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.594594595,,,0.59139785,,,0.435483871,,,0.485294118,,1,0.429906542,0.064615385,0.007692308,0.093846154,0.021538462,0.113846154,0.143076923,0.286153846,0.104615385,0.164615385
651,0.503840246,328,323,5.3,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.594594595,,,0.59139785,,,0.435483871,1,,0.492753623,,,0.429906542,0.064516129,0.007680492,0.093701997,0.021505376,0.113671275,0.142857143,0.285714286,0.105990783,0.164362519
652,0.503067485,328,324,5.4,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.594594595,,,0.59139785,,,0.435483871,,1,0.485714286,,,0.429906542,0.064417178,0.007668712,0.093558282,0.021472393,0.113496933,0.142638037,0.285276074,0.107361963,0.164110429
653,0.503828484,329,324,5.3,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.594594595,,,0.59139785,,,0.435483871,1,,0.492957747,,,0.429906542,0.06431853,0.007656968,0.093415008,0.02143951,0.113323124,0.142419602,0.284839204,0.108728943,0.163859112
654,0.504587156,330,324,5.4,,,0.619047619,,,1,,,0.508196721,,,0.428571429,1,,0.6,,,0.59139785,,,0.435483871,,,0.492957747,,,0.429906542,0.064220183,0.00764526,0.093272171,0.021406728,0.114678899,0.142201835,0.28440367,0.108562691,0.163608563
655,0.505343512,331,324,5.5,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.6,,,0.59139785,1,,0.438502674,,,0.492957747,,,0.429906542,0.064122137,0.007633588,0.093129771,0.021374046,0.114503817,0.141984733,0.285496183,0.108396947,0.163358779
656,0.504573171,331,325,4.1,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.6,,,0.59139785,,,0.438502674,,1,0.486111111,,,0.429906542,0.06402439,0.007621951,0.092987805,0.021341463,0.114329268,0.141768293,0.285060976,0.109756098,0.163109756
657,0.503805175,331,326,4,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.6,,,0.59139785,,,0.438502674,,,0.486111111,,1,0.425925926,0.063926941,0.00761035,0.092846271,0.02130898,0.114155251,0.141552511,0.284627093,0.109589041,0.164383562
658,0.504559271,332,326,5.4,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.6,,,0.59139785,1,,0.441489362,,,0.486111111,,,0.425925926,0.063829787,0.007598784,0.092705167,0.021276596,0.113981763,0.141337386,0.285714286,0.109422492,0.164133739
659,0.505311077,333,326,5.5,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.6,1,,0.595744681,,,0.441489362,,,0.486111111,,,0.425925926,0.063732929,0.007587253,0.092564492,0.02124431,0.113808801,0.142640364,0.285280728,0.109256449,0.163884674
660,0.506060606,334,326,4.1,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.6,1,,0.6,,,0.441489362,,,0.486111111,,,0.425925926,0.063636364,0.007575758,0.092424242,0.021212121,0.113636364,0.143939394,0.284848485,0.109090909,0.163636364
661,0.506807867,335,326,4.2,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.6,,,0.6,,,0.441489362,1,,0.493150685,,,0.425925926,0.063540091,0.007564297,0.092284418,0.02118003,0.113464448,0.143721634,0.284417549,0.110438729,0.163388805
662,0.506042296,335,327,4.3,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,1,0.592105263,,,0.6,,,0.441489362,,,0.493150685,,,0.425925926,0.063444109,0.00755287,0.092145015,0.021148036,0.114803625,0.143504532,0.283987915,0.110271903,0.163141994
663,0.505279035,335,328,4.2,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.592105263,,,0.6,,,0.441489362,,,0.493150685,,1,0.422018349,0.063348416,0.007541478,0.092006033,0.021116139,0.114630468,0.143288085,0.283559578,0.110105581,0.164404223
664,0.506024096,336,328,4.1,,,0.619047619,,,1,,,0.508196721,,,0.428571429,,,0.592105263,,,0.6,,,0.441489362,,,0.493150685,1,,0.427272727,0.063253012,0.00753012,0.09186747,0.021084337,0.114457831,0.143072289,0.28313253,0.109939759,0.165662651
665,0.506766917,337,328,4.2,,,0.619047619,,,1,,,0.508196721,1,,0.466666667,,,0.592105263,,,0.6,,,0.441489362,,,0.493150685,,,0.427272727,0.063157895,0.007518797,0.091729323,0.022556391,0.114285714,0.142857143,0.282706767,0.109774436,0.165413534
666,0.506006006,337,329,4.3,,,0.619047619,,,1,,1,0.5,,,0.466666667,,,0.592105263,,,0.6,,,0.441489362,,,0.493150685,,,0.427272727,0.063063063,0.007507508,0.093093093,0.022522523,0.114114114,0.142642643,0.282282282,0.10960961,0.165165165
667,0.505247376,337,330,4.2,,1,0.604651163,,,1,,,0.5,,,0.466666667,,,0.592105263,,,0.6,,,0.441489362,,,0.493150685,,,0.427272727,0.064467766,0.007496252,0.092953523,0.022488756,0.113943029,0.142428786,0.281859071,0.109445277,0.164917541
668,0.504491018,337,331,4.1,,,0.604651163,,,1,,,0.5,,,0.466666667,,,0.592105263,,,0.6,,,0.441489362,,1,0.486486487,,,0.427272727,0.064371257,0.00748503,0.092814371,0.02245509,0.113772455,0.142215569,0.281437126,0.110778443,0.164670659
669,0.505231689,338,331,4,1,,0.613636364,,,1,,,0.5,,,0.466666667,,,0.592105263,,,0.6,,,0.441489362,,,0.486486487,,,0.427272727,0.065769806,0.007473842,0.092675635,0.022421525,0.113602392,0.14200299,0.281016443,0.110612855,0.164424514
670,0.505970149,339,331,4.1,,,0.613636364,,,1,,,0.5,1,,0.5,,,0.592105263,,,0.6,,,0.441489362,,,0.486486487,,,0.427272727,0.065671642,0.007462687,0.092537313,0.023880597,0.113432836,0.141791045,0.280597015,0.110447761,0.164179105
671,0.505216095,339,332,4.2,,,0.613636364,,,1,,,0.5,,,0.5,,,0.592105263,,,0.6,,,0.441489362,,,0.486486487,,1,0.423423423,0.06557377,0.007451565,0.092399404,0.023845007,0.113263785,0.141579732,0.280178838,0.11028316,0.165424739
672,0.505952381,340,332,4.1,,,0.613636364,,,1,,,0.5,,,0.5,,,0.592105263,,,0.6,1,,0.444444444,,,0.486486487,,,0.423423423,0.06547619,0.007440476,0.092261905,0.023809524,0.113095238,0.141369048,0.28125,0.110119048,0.165178571
673,0.506686479,341,332,4.2,1,,0.622222222,,,1,,,0.5,,,0.5,,,0.592105263,,,0.6,,,0.444444444,,,0.486486487,,,0.423423423,0.066864785,0.007429421,0.092124814,0.023774146,0.112927192,0.14115899,0.280832095,0.109955424,0.164933135
674,0.507418398,342,332,4.3,,,0.622222222,,,1,,,0.5,,,0.5,,,0.592105263,,,0.6,1,,0.447368421,,,0.486486487,,,0.423423423,0.066765579,0.007418398,0.091988131,0.023738872,0.112759644,0.140949555,0.28189911,0.109792285,0.164688427
675,0.508148148,343,332,4.4,,,0.622222222,,,1,1,,0.507936508,,,0.5,,,0.592105263,,,0.6,,,0.447368421,,,0.486486487,,,0.423423423,0.066666667,0.007407407,0.093333333,0.023703704,0.112592593,0.140740741,0.281481482,0.10962963,0.164444444
676,0.50739645,343,333,4.5,,,0.622222222,,,1,,,0.507936508,,,0.5,,,0.592105263,,,0.6,,1,0.445026178,,,0.486486487,,,0.423423423,0.066568047,0.00739645,0.093195266,0.023668639,0.112426036,0.140532544,0.282544379,0.109467456,0.164201183
677,0.508124077,344,333,4.4,,,0.622222222,,,1,,,0.507936508,,,0.5,,,0.592105263,,,0.6,,,0.445026178,,,0.486486487,1,,0.428571429,0.066469719,0.007385524,0.093057607,0.023633678,0.112259971,0.140324963,0.282127031,0.109305761,0.165435746
678,0.507374631,344,334,4.5,,,0.622222222,,,1,,,0.507936508,,,0.5,,,0.592105263,,,0.6,,,0.445026178,,1,0.48,,,0.428571429,0.066371681,0.007374631,0.092920354,0.02359882,0.112094395,0.140117994,0.281710915,0.110619469,0.16519174
679,0.508100147,345,334,4.4,,,0.622222222,,,1,,,0.507936508,,,0.5,,,0.592105263,,,0.6,1,,0.447916667,,,0.48,,,0.428571429,0.066273932,0.00736377,0.092783505,0.023564065,0.111929308,0.139911635,0.282768778,0.110456554,0.164948454
680,0.508823529,346,334,4.5,,,0.622222222,,,1,,,0.507936508,,,0.5,,,0.592105263,,,0.6,1,,0.450777202,,,0.48,,,0.428571429,0.066176471,0.007352941,0.092647059,0.023529412,0.111764706,0.139705882,0.283823529,0.110294118,0.164705882
681,0.509544787,347,334,3.1,,,0.622222222,,,1,,,0.507936508,,,0.5,1,,0.597402597,,,0.6,,,0.450777202,,,0.48,,,0.428571429,0.066079295,0.007342144,0.092511013,0.023494861,0.113069016,0.139500734,0.283406755,0.110132159,0.164464024
682,0.508797654,347,335,3.2,,,0.622222222,,,1,,,0.507936508,,,0.5,,,0.597402597,,,0.6,,,0.450777202,,1,0.473684211,,,0.428571429,0.065982405,0.007331378,0.092375367,0.023460411,0.112903226,0.139296188,0.282991202,0.11143695,0.164222874
683,0.509516838,348,335,3.1,,,0.622222222,,,1,,,0.507936508,,,0.5,,,0.597402597,,,0.6,1,,0.453608247,,,0.473684211,,,0.428571429,0.065885798,0.007320644,0.092240117,0.023426061,0.112737921,0.13909224,0.284040996,0.111273792,0.163982431
684,0.50877193,348,336,3.2,,,0.622222222,,,1,,,0.507936508,,,0.5,,,0.597402597,,,0.6,,1,0.451282051,,,0.473684211,,,0.428571429,0.065789474,0.007309942,0.092105263,0.023391813,0.112573099,0.138888889,0.285087719,0.111111111,0.16374269
685,0.508029197,348,337,3.1,,,0.622222222,,,1,,,0.507936508,,,0.5,,,0.597402597,,,0.6,,1,0.448979592,,,0.473684211,,,0.428571429,0.065693431,0.00729927,0.091970803,0.023357664,0.112408759,0.138686131,0.286131387,0.110948905,0.16350365
